cells index,poly,cate_id,cate_text,vietocr_text,group_id
0,"[216, 100, 438, 110, 438, 136, 214, 127]",15,SELLER,MINIMARTANAN,0
1,"[184, 139, 460, 150, 460, 170, 181, 162]",16,ADDRESS,Chơ Sủi Phú Thi Gia Lâm,1
2,"[28, 172, 70, 172, 70, 192, 28, 192]",0,OTHER,Tel:,2
3,"[172, 224, 480, 232, 480, 266, 172, 262]",0,OTHER,HÓA ĐƠN BÁN HÀNG,3
4,"[46, 272, 166, 278, 162, 306, 46, 296]",0,OTHER,Tên hàng,4
5,"[198, 274, 310, 276, 310, 300, 198, 300]",0,OTHER,SL ĐVT,5
6,"[346, 278, 572, 278, 572, 302, 346, 302]",0,OTHER,Đơn giá - Thành tiền,6
7,"[36, 309, 506, 314, 506, 336, 35, 336]",0,OTHER,0994755010156 BVS diana mỏng cánh NT,7
8,"[518, 350, 592, 350, 592, 372, 518, 374]",0,OTHER,"34,000",8
9,"[370, 350, 446, 350, 446, 376, 370, 376]",0,OTHER,"17,000",9
10,"[240, 350, 284, 350, 284, 370, 240, 370]",0,OTHER,GOT,10
11,"[22, 395, 126, 400, 126, 428, 20, 426]",0,OTHER,Tổng số:,11
12,"[216, 408, 228, 408, 228, 426, 216, 426]",0,OTHER,2,12
13,"[526, 432, 602, 430, 602, 456, 526, 456]",18,TOTAL_COST,"34,000",13
14,"[20, 431, 150, 439, 147, 469, 17, 463]",18,TOTAL_COST,Tổng cộng,14
15,"[526, 472, 602, 470, 602, 496, 526, 498]",0,OTHER,"34,000",15
16,"[314, 474, 368, 474, 368, 502, 314, 502]",0,OTHER,VND,16
17,"[18, 472, 206, 472, 206, 500, 18, 502]",0,OTHER,Tiền khách trả:,17
18,"[42, 532, 361, 528, 362, 557, 42, 562]",0,TIMESTAMP,SỐ GD: 000AC2212008002311,18
19,"[366, 528, 598, 522, 598, 550, 366, 560]",17,TIMESTAMP,Ngày: 16/08/2020-17:29,18
20,"[246, 576, 414, 572, 414, 600, 246, 604]",0,OTHER,Thu ngân: BH3,19
21,"[98, 616, 515, 599, 517, 626, 98, 642]",0,OTHER,Xin cám ơn và hẹn gắp lại quý khách,20
