index,bbox,label_id,label_text,content,width,height
0,"[174, 316, 408, 347]",15,SELLER,NHÀ SÁCH GD-TC CẨM PHẢ,576,1024
1,"[119, 335, 395, 369]",16,ADDRESS,ĐC: 212 Đường Trần Phú-Cẩm Phả,576,1024
2,"[115, 407, 344, 438]",17,TIMESTAMP,Thời gian: 10:40:09-13/08/2020,576,1024
3,"[100, 538, 247, 561]",18,TOTAL_COST,Tổng số thanh toán,576,1024
4,"[400, 546, 457, 564]",18,TOTAL_COST,7.000đ,576,1024
5,"[435, 520, 455, 537]",18,TOTAL_COST,0đ,576,1024
6,"[401, 494, 455, 511]",18,TOTAL_COST,7.000đ,576,1024
7,"[407, 472, 457, 486]",18,TOTAL_COST,7.000đ,576,1024
8,"[361, 472, 370, 484]",18,TOTAL_COST,0,576,1024
9,"[303, 471, 343, 485]",18,TOTAL_COST,7.000,576,1024
10,"[270, 471, 277, 483]",18,TOTAL_COST,1,576,1024
11,"[377, 445, 457, 461]",18,TOTAL_COST,Thành Tiền,576,1024
12,"[347, 444, 370, 460]",18,TOTAL_COST,CK CK,576,1024
13,"[295, 444, 322, 459]",18,TOTAL_COST,Giá,576,1024
14,"[257, 444, 275, 459]",18,TOTAL_COST,SL,576,1024
15,"[104, 484, 187, 507]",18,TOTAL_COST,Tổng cộng:,576,1024
16,"[103, 458, 389, 597]",18,TOTAL_COST,Giấy thủ công A4,576,1024
17,"[102, 509, 260, 534]",18,TOTAL_COST,Chiết khấu bán hàng,576,1024
18,"[114, 435, 184, 459]",18,TOTAL_COST,Tên hàng,576,1024
19,"[118, 387, 367, 415]",18,TOTAL_COST,ĐT 0333863328 - Fax 0333863328,576,1024
20,"[117, 363, 264, 393]",18,TOTAL_COST,Nhân viên thu ngân,576,1024
