251,78,307,76,308,94,252,97
147,85,246,79,247,98,148,104
289,105,326,105,326,118,289,118
256,107,286,105,287,119,257,121
228,108,256,108,256,124,228,124
164,112,192,112,192,129,164,129
192,112,225,112,225,125,192,125
130,112,163,116,162,131,128,127
26,145,56,145,56,158,26,158
280,161,342,161,342,186,280,186
230,165,277,165,277,190,230,190
125,170,173,170,173,197,125,197
177,170,226,170,226,194,177,194
380,185,412,185,412,202,380,202
326,192,377,190,377,205,326,207
284,194,309,194,309,214,284,214
248,198,281,198,281,213,248,213
185,202,220,202,220,217,185,217
145,205,166,205,166,220,145,220
80,209,121,210,121,225,79,223
46,210,77,210,77,225,46,225
312,217,334,217,334,234,312,234
278,220,308,220,308,236,278,236
256,224,276,224,276,240,256,240
212,225,249,225,249,240,212,240
168,228,209,228,209,242,168,242
41,237,165,228,166,244,42,253
396,234,426,234,426,249,396,249
374,237,394,237,394,252,374,252
289,242,320,242,320,260,289,260
276,245,288,245,288,260,276,260
175,252,207,250,208,263,176,266
381,265,405,262,407,278,383,281
340,269,374,269,374,284,340,284
317,270,338,270,338,285,317,285
238,273,310,273,310,290,238,290
202,279,234,276,235,291,204,294
170,280,201,280,201,296,170,296
41,289,167,279,169,297,42,307
401,286,433,286,433,304,401,304
378,289,398,289,398,305,378,305
293,294,324,294,324,312,293,312
269,297,292,297,292,314,269,314
178,302,209,302,209,317,178,317
342,321,368,321,368,338,342,338
282,325,313,325,313,341,282,341
316,325,340,325,340,338,316,338
249,326,281,326,281,345,249,345
204,330,246,330,246,346,204,346
160,337,200,331,202,346,162,352
69,341,160,334,162,352,70,358
383,344,438,339,439,357,384,361
41,342,72,342,72,360,41,360
273,352,326,347,327,365,275,370
180,358,213,356,214,370,181,372
390,372,414,372,414,390,390,390
361,373,385,373,385,392,361,392
332,378,358,378,358,393,332,393
271,382,330,378,331,394,272,398
200,387,268,381,270,398,201,404
163,389,198,387,199,405,164,407
40,398,161,389,162,407,41,416
412,398,445,396,446,414,413,416
389,400,412,400,412,417,389,417
298,406,332,402,334,421,300,424
277,406,298,406,298,425,277,425
182,413,213,413,213,428,182,428
345,433,369,433,369,450,345,450
292,436,342,436,342,454,292,454
256,440,290,440,290,458,256,458
173,444,215,440,217,461,175,464
216,445,253,443,254,457,217,459
40,454,172,445,174,464,41,474
418,456,453,456,453,474,418,474
394,458,421,458,421,474,394,474
304,462,337,462,337,481,304,481
280,466,306,466,306,482,280,482
182,473,215,469,217,484,184,487
334,493,360,493,360,512,334,512
288,496,333,496,333,516,288,516
192,503,285,497,286,515,193,521
166,504,190,504,190,524,166,524
40,514,164,504,166,524,41,534
425,516,460,516,460,536,425,536
400,518,424,518,424,536,400,536
308,522,341,522,341,542,308,542
282,526,310,526,310,544,282,544
190,532,214,532,214,546,190,546
402,552,428,552,428,570,402,570
356,553,400,553,400,573,356,573
309,557,354,557,354,577,309,577
253,560,308,560,308,580,253,580
232,562,250,562,250,581,232,581
178,564,233,564,233,584,178,584
41,574,176,566,178,586,42,594
414,581,464,576,466,596,416,601
296,588,346,583,348,603,298,608
188,593,221,593,221,608,188,608
84,637,112,637,112,657,84,657
161,637,184,637,184,652,161,652
40,637,84,639,83,660,39,658
401,645,472,639,474,659,403,665
41,663,87,664,86,685,40,683
88,663,131,665,130,684,87,682
441,670,474,670,474,690,441,690
405,673,444,673,444,692,405,692
246,682,286,682,286,702,246,702
141,685,174,685,174,704,141,704
84,689,139,686,140,705,85,708
42,689,82,689,82,709,42,709
342,716,471,708,472,728,344,737
292,721,341,721,341,742,292,742
124,728,289,721,290,741,125,748
65,729,89,729,89,752,65,752
92,730,124,730,124,749,92,749
294,750,329,750,329,769,294,769
244,753,292,753,292,776,244,776
208,756,242,756,242,773,208,773
354,770,410,767,411,786,356,790
322,773,354,773,354,792,322,792
297,774,320,774,320,790,297,790
264,776,297,776,297,796,264,796
228,778,261,778,261,794,228,794
204,780,225,780,225,797,204,797
138,782,176,782,176,800,138,800
109,784,137,784,137,802,109,802
178,784,200,784,200,797,178,797
