308,100,337,100,337,121,308,121
225,102,256,102,256,121,225,121
254,102,285,102,285,121,254,121
284,102,308,102,308,121,284,121
336,102,362,102,362,121,336,121
206,125,225,125,225,145,206,145
225,126,249,126,249,146,225,146
249,126,278,126,278,146,249,146
277,128,305,128,305,146,277,146
308,129,317,129,317,145,308,145
321,128,350,128,350,146,321,146
351,126,386,132,382,152,347,145
34,144,161,144,161,177,34,177
220,153,238,153,238,170,220,170
241,153,272,153,272,172,241,172
270,153,297,153,297,172,270,172
300,150,343,155,340,177,297,171
340,153,370,153,370,170,340,170
234,178,260,178,260,196,234,196
260,178,353,178,353,197,260,197
81,221,180,221,180,240,81,240
32,222,73,222,73,241,32,241
290,222,328,222,328,240,290,240
336,222,384,222,384,241,336,241
384,222,432,222,432,238,384,238
73,225,80,225,80,238,73,238
213,244,256,244,256,264,213,264
166,245,208,245,208,262,166,262
261,246,301,246,301,261,261,261
30,268,81,268,81,288,30,288
78,268,109,268,109,284,78,284
309,269,356,269,356,285,309,285
354,269,434,269,434,285,354,285
30,290,62,290,62,309,30,309
70,292,177,292,177,309,70,309
30,313,52,313,52,333,30,333
60,316,82,316,82,333,60,333
88,316,169,316,169,333,88,333
