1284,236,1464,236,1464,312,1284,312
759,262,951,232,964,314,772,344
964,244,1128,244,1128,316,964,316
1133,247,1279,241,1282,311,1136,317
596,260,763,252,767,330,600,338
424,264,596,264,596,340,424,340
1403,325,1544,314,1550,383,1409,394
1288,328,1404,328,1404,396,1288,396
1160,336,1288,336,1288,404,1160,404
994,352,1155,344,1157,404,997,411
864,352,992,352,992,412,864,412
696,356,860,356,860,420,696,420
424,360,560,360,560,424,424,424
572,360,696,360,696,420,572,420
356,372,420,372,420,428,356,428
940,412,1044,412,1044,476,940,476
856,416,928,416,928,480,856,480
794,488,1091,477,1093,535,796,546
704,560,888,560,888,636,704,636
1036,560,1184,560,1184,632,1036,632
888,568,1028,568,1028,636,888,636
944,672,1084,672,1084,728,944,728
817,684,935,678,938,731,820,737
1004,768,1116,768,1116,820,1004,820
845,775,1011,765,1014,819,848,829
768,776,848,776,848,828,768,828
474,867,683,861,685,907,476,913
336,872,460,872,460,928,336,928
761,935,871,944,867,998,756,989
648,944,760,944,760,996,648,996
411,957,532,939,540,993,420,1011
556,948,640,948,640,992,556,992
336,949,415,956,411,1001,333,995
429,1036,510,1029,514,1075,432,1082
516,1032,596,1032,596,1080,516,1080
336,1036,416,1036,416,1088,336,1088
452,1112,680,1112,680,1164,452,1164
336,1120,440,1120,440,1172,336,1172
902,1199,1011,1193,1013,1239,904,1245
1016,1196,1072,1196,1072,1244,1016,1244
664,1200,876,1200,876,1248,664,1248
452,1208,536,1208,536,1264,452,1264
536,1208,644,1208,644,1264,536,1264
340,1212,452,1212,452,1272,340,1272
593,1300,703,1293,706,1343,597,1350
708,1296,812,1296,812,1340,708,1340
504,1300,592,1300,592,1348,504,1348
448,1304,500,1304,500,1348,448,1348
344,1308,440,1308,440,1356,344,1356
1232,1384,1276,1384,1276,1424,1232,1424
1412,1408,1476,1408,1476,1456,1412,1456
1032,1416,1108,1416,1108,1468,1032,1468
852,1420,912,1420,912,1472,852,1472
624,1424,732,1424,732,1476,624,1476
532,1428,620,1428,620,1480,532,1480
1220,1440,1296,1440,1296,1492,1220,1492
720,1552,808,1552,808,1608,720,1608
520,1556,624,1556,624,1616,520,1616
624,1556,716,1556,716,1612,624,1612
1480,1556,1564,1556,1564,1612,1480,1612
448,1560,512,1560,512,1616,448,1616
1396,1560,1492,1560,1492,1612,1396,1612
1017,1567,1109,1561,1113,1615,1020,1622
1100,1564,1184,1564,1184,1616,1100,1616
448,1628,504,1628,504,1684,448,1684
1376,1712,1592,1712,1592,1768,1376,1768
468,1736,584,1736,584,1792,468,1792
364,1740,468,1740,468,1792,364,1792
1422,1818,1595,1812,1597,1867,1424,1872
440,1836,536,1836,536,1900,440,1900
540,1831,655,1840,650,1898,535,1888
368,1840,444,1840,444,1892,368,1892
1264,1908,1588,1908,1588,1984,1264,1984
730,1930,879,1925,881,1991,732,1997
361,1926,531,1937,526,2018,356,2008
533,1936,722,1926,726,1997,536,2007
1344,2012,1600,2012,1600,2080,1344,2080
474,2035,607,2025,612,2100,480,2110
612,2036,704,2036,704,2092,612,2092
372,2040,480,2040,480,2104,372,2104
592,2168,724,2168,724,2240,592,2240
812,2168,884,2168,884,2244,812,2244
956,2168,1048,2168,1048,2248,956,2248
1050,2163,1199,2181,1190,2256,1041,2238
1196,2172,1356,2172,1356,2240,1196,2240
880,2172,956,2172,956,2244,880,2244
1356,2172,1448,2172,1448,2240,1356,2240
1448,2172,1612,2172,1612,2240,1448,2240
462,2170,594,2183,586,2255,455,2242
728,2180,812,2180,812,2236,728,2236
368,2180,464,2180,464,2248,368,2248
908,2248,1056,2248,1056,2312,908,2312
628,2392,849,2398,847,2457,626,2451
856,2404,952,2404,952,2468,856,2468
952,2412,1040,2412,1040,2468,952,2468
1048,2412,1184,2412,1184,2476,1048,2476
1292,2416,1416,2416,1416,2476,1292,2476
1192,2420,1256,2420,1256,2472,1192,2472
1248,2424,1280,2424,1280,2468,1248,2468
