484,163,568,163,568,201,484,201
568,163,668,163,668,199,568,199
387,165,486,165,486,201,387,201
308,168,383,165,384,201,310,204
638,213,711,216,710,247,637,244
712,212,754,212,754,245,712,245
754,212,798,212,798,245,754,245
801,214,853,214,853,243,801,243
494,214,583,214,583,252,494,252
587,216,636,216,636,245,587,245
203,218,256,218,256,248,203,248
261,216,339,226,335,257,257,248
336,216,380,216,380,248,336,248
381,218,435,218,435,248,381,248
438,218,494,218,494,250,438,250
134,220,201,220,201,248,134,248
487,265,668,260,669,292,488,296
311,265,473,265,473,296,311,296
478,374,551,374,551,414,478,414
550,375,655,372,656,412,551,414
323,376,397,376,397,412,323,412
400,380,476,380,476,414,400,414
114,435,163,435,163,473,114,473
163,438,313,438,313,473,163,473
704,440,864,440,864,476,704,476
619,442,704,442,704,482,619,482
102,566,150,566,150,602,102,602
803,566,866,566,866,609,803,609
400,570,473,570,473,606,400,606
469,574,524,568,529,607,474,614
693,573,799,573,799,609,693,609
95,622,226,633,223,678,92,667
224,627,298,627,298,670,224,670
302,628,404,628,404,678,302,678
488,628,577,628,577,672,488,672
582,627,654,633,650,682,578,676
406,630,484,630,484,670,406,670
404,691,524,691,524,735,404,735
753,695,875,693,876,737,754,740
87,756,163,756,163,796,87,796
169,758,235,758,235,799,169,799
241,758,313,758,313,798,241,798
317,758,374,758,374,799,317,799
397,822,450,822,450,868,397,868
452,822,526,822,526,866,452,866
756,824,809,824,809,868,756,868
808,826,882,823,884,866,809,869
444,853,457,853,457,868,444,868
186,896,258,896,258,944,186,944
82,896,187,905,183,953,78,944
262,897,360,912,353,958,255,944
760,904,885,904,885,950,760,950
226,1016,304,1016,304,1054,226,1054
355,1023,421,1019,423,1059,357,1063
423,1022,532,1022,532,1060,423,1060
680,1024,742,1024,742,1069,680,1069
307,1027,353,1027,353,1054,307,1054
537,1026,611,1026,611,1067,537,1067
611,1026,678,1026,678,1069,611,1069
