index,bbox,label_id,label_text,content,width,height
0,"[170, 287, 228, 307]",15,SELLER,TÊN ĐẠI LÝ:,576,1024
1,"[282, 289, 396, 313]",15,SELLER,VGH_VINMART_1987_VMQNH,576,1024
2,"[286, 314, 401, 331]",16,ADDRESS,TỔ 8 KHU 3B P. CẨM TRUNG,576,1024
3,"[304, 333, 398, 348]",16,ADDRESS,"CẨM PHẢ, QUẢNG NINH",576,1024
4,"[170, 450, 199, 467]",17,TIMESTAMP,Nam,576,1024
5,"[222, 454, 273, 471]",17,TIMESTAMP,/05/2020,576,1024
6,"[290, 456, 314, 467]",17,TIMESTAMP,GIÁ:,576,1024
7,"[351, 452, 398, 471]",17,TIMESTAMP,11:13:58,576,1024
8,"[171, 499, 267, 523]",18,TOTAL_COST,Tổng cộng:,576,1024
9,"[295, 504, 399, 528]",18,TOTAL_COST,"VND110,898",576,1024
